iteration_id,task_count,task_locations
11,72,"[[3,3],[3,14],[3,14],[3,24],[3,25],[3,25],[3,25],[3,29],[3,33],[3,38],[3,44],[5,15],[5,17],[5,29],[5,35],[6,2],[6,2],[8,5],[8,16],[8,17],[8,25],[8,29],[8,29],[8,31],[8,31],[8,40],[8,44],[9,5],[9,7],[9,14],[9,31],[9,40],[9,40],[9,43],[11,2],[11,5],[11,11],[11,13],[11,29],[11,33],[11,34],[11,39],[12,5],[12,8],[12,8],[12,11],[12,17],[12,20],[12,21],[12,21],[12,44],[14,12],[14,15],[14,25],[14,42],[14,44],[15,6],[15,11],[15,21],[15,22],[15,30],[15,30],[15,41],[17,5],[17,6],[17,7],[17,14],[17,22],[17,26],[17,38],[17,40],[17,42]]"
12,72,"[[3,3],[3,7],[3,13],[3,16],[3,21],[3,32],[3,33],[3,35],[3,41],[3,42],[5,2],[5,6],[5,12],[5,15],[5,25],[5,25],[5,25],[5,35],[5,43],[6,5],[6,8],[6,13],[6,14],[6,22],[6,25],[6,31],[6,31],[6,33],[6,40],[6,44],[8,8],[8,24],[8,31],[8,38],[8,38],[9,3],[9,11],[9,13],[9,20],[9,31],[9,31],[9,34],[9,35],[11,2],[11,6],[11,8],[11,16],[11,17],[11,25],[11,40],[11,40],[12,8],[12,8],[12,21],[12,24],[12,38],[14,2],[14,3],[14,12],[14,13],[14,15],[14,17],[14,20],[14,20],[14,33],[14,34],[14,41],[15,7],[17,15],[17,29],[17,32],[17,44]]"
13,72,"[[3,3],[3,4],[3,15],[3,21],[3,33],[5,3],[5,6],[5,17],[5,21],[5,22],[5,23],[5,30],[5,30],[5,33],[5,38],[5,43],[6,2],[6,3],[6,4],[6,5],[6,14],[6,31],[6,32],[6,38],[6,43],[8,12],[8,14],[8,30],[8,31],[8,40],[8,41],[9,22],[9,31],[9,34],[9,35],[9,42],[11,2],[11,5],[11,5],[11,14],[11,24],[11,25],[11,33],[11,41],[12,35],[12,35],[12,43],[12,44],[14,2],[14,6],[14,14],[14,32],[14,33],[14,42],[14,43],[15,5],[15,6],[15,11],[15,15],[15,22],[15,32],[15,38],[15,42],[17,2],[17,15],[17,15],[17,26],[17,29],[17,31],[17,32],[17,39],[17,43]]"
14,72,"[[3,5],[3,8],[3,20],[3,21],[3,30],[3,31],[3,32],[3,39],[3,43],[5,6],[5,8],[5,11],[5,15],[5,16],[5,23],[5,26],[5,39],[5,41],[6,2],[6,11],[6,14],[6,17],[6,20],[6,21],[6,33],[6,40],[6,43],[6,43],[8,16],[8,20],[8,24],[8,35],[8,35],[8,42],[9,11],[9,14],[9,16],[9,26],[9,26],[11,3],[11,5],[11,7],[11,7],[11,11],[11,22],[11,31],[12,16],[12,21],[12,34],[12,35],[14,23],[14,24],[14,26],[14,29],[14,34],[14,39],[14,40],[15,2],[15,2],[15,12],[15,14],[15,22],[15,22],[15,29],[15,44],[17,5],[17,8],[17,14],[17,16],[17,21],[17,22],[17,34]]"
15,72,"[[3,3],[3,14],[3,16],[3,22],[3,24],[3,25],[3,30],[3,33],[5,2],[5,5],[5,6],[5,11],[5,12],[5,32],[5,34],[5,42],[6,5],[6,5],[6,11],[6,13],[6,15],[6,23],[6,35],[6,40],[6,43],[8,3],[8,21],[8,21],[8,23],[8,32],[8,43],[8,43],[9,4],[9,14],[9,31],[9,31],[9,33],[9,33],[9,44],[11,2],[11,17],[11,24],[11,38],[11,39],[11,43],[12,4],[12,11],[12,13],[12,13],[12,34],[14,4],[14,21],[14,23],[14,26],[14,30],[14,38],[14,42],[14,43],[14,44],[15,14],[15,17],[15,20],[15,21],[15,26],[15,33],[15,34],[15,35],[15,39],[17,4],[17,16],[17,24],[17,35]]"
16,72,"[[3,12],[3,13],[5,2],[5,5],[5,15],[5,16],[5,20],[5,21],[5,23],[5,25],[5,29],[6,5],[6,15],[6,16],[6,20],[6,29],[6,34],[6,38],[6,40],[8,5],[8,7],[8,8],[8,13],[8,20],[8,24],[8,26],[8,31],[8,35],[8,38],[8,43],[9,8],[9,14],[9,16],[9,26],[9,29],[9,34],[9,39],[9,39],[9,43],[11,4],[11,7],[11,13],[11,15],[11,20],[11,21],[11,26],[11,29],[11,29],[11,42],[12,30],[12,43],[14,2],[14,2],[14,16],[14,16],[14,26],[14,32],[14,34],[15,2],[15,12],[15,12],[15,24],[15,34],[15,38],[15,40],[17,2],[17,3],[17,15],[17,17],[17,20],[17,21],[17,22]]"
17,72,"[[3,6],[3,7],[3,11],[3,15],[3,26],[3,31],[3,31],[3,41],[5,8],[5,16],[5,24],[5,30],[5,30],[5,44],[5,44],[6,2],[6,8],[6,17],[6,17],[6,20],[6,33],[6,40],[8,11],[8,13],[8,23],[8,25],[8,25],[8,33],[8,43],[9,14],[9,23],[9,24],[9,34],[9,35],[9,39],[9,40],[9,43],[11,7],[11,14],[11,17],[11,32],[11,38],[12,7],[12,7],[12,20],[12,31],[12,34],[12,35],[14,2],[14,13],[14,22],[14,25],[14,30],[14,40],[15,4],[15,6],[15,11],[15,17],[15,21],[15,26],[15,29],[15,34],[15,34],[15,44],[17,2],[17,5],[17,14],[17,14],[17,24],[17,29],[17,44],[17,44]]"
18,72,"[[3,11],[3,14],[3,21],[3,24],[3,34],[3,38],[5,6],[5,6],[5,25],[5,26],[5,32],[6,3],[6,6],[6,7],[6,12],[6,17],[6,21],[6,24],[6,24],[6,32],[6,33],[6,34],[6,40],[6,43],[8,6],[8,11],[8,16],[8,32],[8,38],[8,43],[9,13],[9,14],[9,16],[9,26],[9,29],[9,33],[9,33],[9,34],[9,40],[11,2],[11,8],[11,8],[11,8],[11,20],[11,20],[11,21],[11,39],[12,2],[12,2],[12,3],[12,5],[12,12],[12,13],[12,20],[12,31],[12,33],[12,34],[12,35],[12,39],[12,40],[14,13],[14,16],[14,38],[15,3],[15,3],[15,15],[15,21],[15,29],[17,8],[17,20],[17,21],[17,23]]"
19,72,"[[3,16],[3,16],[3,17],[3,22],[3,22],[3,23],[3,25],[3,29],[3,40],[3,40],[5,13],[5,31],[5,32],[5,33],[5,42],[6,5],[6,8],[6,14],[6,20],[6,22],[6,34],[6,35],[6,38],[6,40],[8,4],[8,6],[8,13],[8,17],[8,17],[8,22],[8,26],[8,29],[8,34],[8,39],[8,44],[9,7],[9,13],[9,15],[9,16],[9,32],[9,43],[11,4],[11,4],[11,6],[11,11],[11,21],[11,22],[11,24],[11,26],[12,2],[12,7],[12,12],[12,32],[12,40],[12,43],[14,5],[14,7],[14,12],[14,15],[14,16],[14,20],[14,35],[14,38],[14,38],[15,7],[15,16],[15,17],[17,5],[17,5],[17,12],[17,17],[17,25]]"
20,72,"[[3,6],[3,14],[3,16],[3,21],[3,22],[3,32],[3,34],[5,3],[5,3],[5,5],[5,13],[5,15],[5,21],[5,33],[5,41],[6,3],[6,4],[6,8],[6,17],[6,21],[6,29],[6,29],[6,33],[6,35],[6,42],[8,8],[8,14],[8,17],[8,20],[8,21],[9,4],[9,12],[9,12],[9,14],[9,20],[9,21],[11,6],[11,7],[11,7],[11,13],[11,20],[11,26],[11,32],[11,41],[12,2],[12,17],[12,30],[12,43],[14,7],[14,8],[14,12],[14,13],[14,21],[14,23],[14,33],[14,38],[14,43],[14,44],[15,5],[15,16],[15,26],[15,29],[15,35],[15,42],[15,43],[15,44],[17,4],[17,11],[17,21],[17,21],[17,34],[17,43]]"
21,72,"[[3,4],[3,12],[3,39],[5,2],[5,2],[5,5],[5,11],[5,13],[5,14],[5,20],[5,20],[5,23],[5,24],[5,30],[5,32],[5,34],[5,42],[5,43],[6,6],[6,12],[6,13],[6,24],[6,43],[8,7],[8,11],[8,12],[8,29],[8,30],[8,33],[8,33],[8,44],[9,2],[9,8],[9,8],[9,13],[9,13],[9,15],[9,25],[9,34],[11,7],[11,12],[11,20],[11,30],[11,32],[11,41],[11,44],[12,6],[12,20],[12,24],[12,34],[14,2],[14,5],[14,5],[14,16],[14,20],[14,20],[14,31],[14,34],[14,40],[15,4],[15,5],[15,17],[15,22],[15,23],[15,33],[15,44],[17,3],[17,13],[17,16],[17,17],[17,23],[17,31]]"
22,72,"[[3,6],[3,7],[3,8],[3,13],[3,20],[3,32],[5,8],[5,16],[5,17],[5,24],[5,39],[5,40],[5,43],[6,7],[6,16],[6,16],[6,21],[6,31],[6,34],[6,34],[8,2],[8,3],[8,7],[8,23],[8,30],[8,38],[8,38],[8,43],[9,16],[9,17],[9,32],[9,33],[9,34],[9,38],[9,40],[9,42],[11,3],[11,4],[11,12],[11,16],[11,21],[11,22],[11,23],[11,26],[11,41],[12,20],[12,22],[12,30],[12,40],[14,2],[14,2],[14,3],[14,8],[14,20],[14,23],[14,31],[14,43],[14,43],[15,2],[15,3],[15,4],[15,16],[15,24],[15,25],[15,43],[17,23],[17,30],[17,32],[17,32],[17,38],[17,39],[17,42]]"
23,72,"[[3,3],[3,6],[3,22],[3,29],[3,33],[3,34],[3,38],[5,7],[5,12],[5,16],[5,30],[5,38],[6,4],[6,5],[6,17],[6,23],[6,34],[6,41],[6,42],[8,2],[8,2],[8,11],[8,15],[8,16],[8,23],[8,24],[8,39],[8,40],[9,4],[9,25],[9,30],[9,35],[9,38],[9,40],[11,12],[11,15],[11,20],[11,25],[11,26],[11,42],[11,43],[12,3],[12,8],[12,13],[12,13],[12,17],[12,20],[12,25],[12,26],[12,31],[12,40],[14,3],[14,29],[14,30],[14,33],[14,39],[14,39],[15,12],[15,16],[15,20],[15,24],[15,30],[15,31],[15,33],[15,42],[17,4],[17,5],[17,7],[17,8],[17,20],[17,22],[17,30]]"
24,72,"[[3,6],[3,29],[3,33],[3,43],[5,3],[5,4],[5,8],[5,14],[5,17],[5,23],[5,30],[5,40],[5,41],[5,43],[6,2],[6,17],[8,4],[8,5],[8,6],[8,12],[8,14],[8,21],[8,24],[8,25],[8,34],[8,35],[9,5],[9,15],[9,16],[9,17],[9,22],[9,25],[9,32],[11,4],[11,20],[11,23],[11,30],[11,33],[11,35],[12,3],[12,16],[12,24],[12,25],[12,26],[12,29],[12,35],[12,35],[12,42],[12,44],[14,2],[14,14],[14,31],[14,38],[14,39],[15,5],[15,11],[15,15],[15,17],[15,25],[15,41],[15,44],[17,4],[17,5],[17,8],[17,16],[17,20],[17,24],[17,24],[17,29],[17,33],[17,41],[17,43]]"
25,72,"[[3,2],[3,8],[3,8],[3,14],[3,17],[3,40],[3,44],[5,8],[5,14],[5,17],[5,22],[5,26],[5,29],[5,31],[5,35],[5,42],[5,43],[6,15],[6,17],[6,20],[6,40],[8,2],[8,2],[8,2],[8,6],[8,22],[8,23],[8,26],[9,5],[9,13],[9,40],[9,41],[11,8],[11,11],[11,13],[11,17],[11,25],[11,26],[11,26],[11,34],[12,15],[12,16],[12,34],[12,35],[12,40],[14,2],[14,7],[14,8],[14,12],[14,17],[14,20],[14,21],[14,21],[14,24],[14,40],[15,3],[15,6],[15,7],[15,8],[15,11],[15,12],[15,13],[15,24],[15,26],[15,29],[17,11],[17,23],[17,26],[17,29],[17,31],[17,31],[17,44]]"
26,72,"[[3,3],[3,5],[3,8],[3,13],[3,16],[3,21],[3,24],[3,26],[3,26],[3,33],[5,29],[5,34],[5,34],[5,38],[6,3],[6,7],[6,11],[6,12],[6,20],[6,29],[8,5],[8,8],[8,11],[8,14],[9,5],[9,6],[9,7],[9,29],[9,30],[9,40],[11,8],[11,11],[11,11],[11,12],[11,24],[11,25],[11,26],[11,30],[11,31],[11,42],[11,42],[11,44],[12,14],[12,15],[12,15],[12,21],[12,23],[12,29],[12,30],[12,34],[12,38],[12,42],[14,3],[14,6],[14,31],[14,39],[14,42],[15,2],[15,6],[15,7],[15,12],[15,14],[15,16],[15,22],[15,24],[15,43],[17,7],[17,29],[17,33],[17,38],[17,41],[17,43]]"
27,72,"[[3,6],[3,7],[3,15],[3,24],[3,26],[3,32],[3,33],[3,44],[5,20],[5,22],[5,39],[6,11],[6,15],[6,17],[6,22],[6,31],[6,33],[6,44],[8,2],[8,2],[8,17],[8,22],[8,31],[8,34],[8,39],[9,2],[9,2],[9,2],[9,5],[9,22],[9,26],[9,34],[9,40],[9,40],[11,14],[11,15],[11,16],[11,17],[11,29],[11,31],[11,33],[11,41],[11,42],[12,12],[12,14],[12,21],[12,22],[12,33],[12,38],[12,40],[12,42],[14,2],[14,3],[14,4],[14,4],[14,14],[14,16],[14,23],[14,29],[14,35],[14,42],[15,12],[15,16],[15,20],[15,24],[17,2],[17,7],[17,12],[17,20],[17,25],[17,34],[17,44]]"
28,72,"[[3,5],[3,13],[3,16],[3,41],[5,3],[5,6],[5,6],[5,14],[5,17],[5,20],[5,20],[5,22],[5,23],[5,31],[5,31],[5,35],[5,38],[5,40],[6,3],[6,6],[6,12],[6,14],[6,21],[6,25],[6,29],[8,3],[8,8],[8,11],[8,22],[8,23],[8,30],[8,34],[8,35],[9,2],[9,12],[9,32],[9,33],[9,41],[9,44],[11,8],[11,11],[11,14],[11,26],[11,33],[12,26],[12,33],[12,35],[12,38],[14,8],[14,21],[14,25],[14,25],[14,30],[14,31],[14,39],[14,40],[14,40],[15,4],[15,12],[15,14],[15,17],[15,22],[15,29],[15,33],[15,33],[15,43],[17,3],[17,7],[17,13],[17,34],[17,38],[17,44]]"
29,72,"[[3,2],[3,3],[3,26],[3,30],[3,30],[3,35],[3,43],[5,7],[5,22],[5,38],[5,40],[6,5],[6,11],[6,14],[6,16],[6,29],[6,32],[6,42],[6,43],[6,44],[8,20],[8,31],[8,34],[8,38],[9,8],[9,8],[9,11],[9,22],[9,24],[9,29],[9,30],[9,31],[11,2],[11,3],[11,14],[11,16],[11,17],[11,24],[11,39],[11,39],[11,39],[11,40],[12,2],[12,2],[12,13],[12,14],[12,14],[12,21],[12,25],[12,30],[12,35],[14,3],[14,22],[14,23],[14,31],[14,35],[14,38],[15,5],[15,6],[15,30],[15,30],[15,30],[15,40],[17,3],[17,7],[17,11],[17,13],[17,23],[17,29],[17,38],[17,41],[17,42]]"
30,72,"[[3,21],[3,29],[3,32],[3,35],[5,3],[5,5],[5,5],[5,7],[5,29],[6,3],[6,8],[6,12],[6,13],[6,15],[6,26],[6,32],[6,35],[6,42],[8,15],[8,20],[8,21],[8,25],[8,33],[8,40],[9,5],[9,11],[9,34],[9,41],[9,43],[11,15],[11,17],[11,20],[11,21],[11,23],[11,26],[11,30],[11,31],[11,31],[11,40],[11,44],[12,3],[12,6],[12,13],[12,26],[12,31],[12,33],[12,33],[14,6],[14,7],[14,11],[14,12],[14,20],[14,21],[14,23],[14,33],[14,42],[15,15],[15,16],[15,23],[15,26],[15,32],[15,41],[17,2],[17,5],[17,8],[17,11],[17,16],[17,22],[17,24],[17,30],[17,39],[17,44]]"
